time,ld,pv,c_grid_in,c_grid_out
 03/04  17:00:00,4.681504582,0.061093813,0.1781,0
 03/04  18:00:00,4.240329872,0,0.1781,0
 03/04  19:00:00,4.228018768,0,0.1781,0
 03/04  20:00:00,4.228018768,0,0.1781,0
 03/04  21:00:00,4.228018768,0,0.1781,0
 03/04  22:00:00,4.228018768,0,0.1781,0
 03/04  23:00:00,4.228018768,0,0.1781,0
 03/04  24:00:00,4.228018768,0,0.1781,0
 03/05  01:00:00,4.228018768,0,0.1337,0
 03/05  02:00:00,4.228018768,0,0.1337,0
 03/05  03:00:00,4.228018768,0,0.1337,0
 03/05  04:00:00,4.228018768,0,0.1337,0
 03/05  05:00:00,4.228018768,0,0.1337,0
 03/05  06:00:00,4.228018768,0,0.1337,0
 03/05  07:00:00,3.460352102,0,0.1337,0
 03/05  08:00:00,1.925018768,0.040839682,0.1337,0
 03/05  09:00:00,1.925018768,0.12612611,0.1781,0
 03/05  10:00:00,1.925018768,0.261232235,0.1781,0
 03/05  11:00:00,1.925018768,0.463134874,0.1781,0
 03/05  12:00:00,1.925018768,0.522907235,0.1781,0
 03/05  13:00:00,1.925018768,0.406593358,0.1781,0
 03/05  14:00:00,1.925018768,0.364995603,0.1781,0
 03/05  15:00:00,1.925018768,0.39654526,0.1781,0
 03/05  16:00:00,1.925018768,0.278375532,0.1781,0
 03/05  17:00:00,1.925018768,0.113724047,0.1781,0
 03/05  18:00:00,2.308852102,0,0.1781,0
 03/05  19:00:00,4.228018768,0,0.1781,0
 03/05  20:00:00,4.228018768,0,0.1781,0
 03/05  21:00:00,4.228018768,0,0.1781,0
 03/05  22:00:00,4.228018768,0,0.1781,0
 03/05  23:00:00,4.228018768,0,0.1781,0
 03/05  24:00:00,4.228018768,0,0.1781,0
 03/06  01:00:00,4.778024131,0,0.1337,0
 03/06  02:00:00,4.778024131,0,0.1337,0
 03/06  03:00:00,4.778024131,0,0.1337,0
 03/06  04:00:00,4.778024131,0,0.1337,0
 03/06  05:00:00,4.778024131,0,0.1337,0
 03/06  06:00:00,5.053026812,0,0.1337,0
 03/06  07:00:00,6.216837916,0,0.1337,0
 03/06  08:00:00,5.781515307,0.016220995,0.1337,0
 03/06  09:00:00,11.83157429,0.049037209,0.1781,0
 03/06  10:00:00,11.83157429,0.086362137,0.1781,0
 03/06  11:00:00,11.83157429,0.115147653,0.1781,0
 03/06  12:00:00,11.83157429,0.233973255,0.1781,0
 03/06  13:00:00,11.28156893,0.102161327,0.1781,0
 03/06  14:00:00,11.83988327,0.114759297,0.1781,0
 03/06  15:00:00,11.83157429,0.088526346,0.1781,0
 03/06  16:00:00,11.83157429,0.041616869,0.1781,0
 03/06  17:00:00,11.83157429,0.082161243,0.1781,0
 03/06  18:00:00,7.815364728,0,0.1781,0
 03/06  19:00:00,8.084515307,0,0.1781,0
 03/06  20:00:00,8.084515307,0,0.1781,0
 03/06  21:00:00,7.534509945,0,0.1781,0
 03/06  22:00:00,7.534509945,0,0.1781,0
 03/06  23:00:00,5.053026812,0,0.1781,0
 03/06  24:00:00,4.778024131,0,0.1781,0
 03/07  01:00:00,4.778024131,0,0.1337,0
 03/07  02:00:00,4.778024131,0,0.1337,0
 03/07  03:00:00,4.778024131,0,0.1337,0
 03/07  04:00:00,4.778024131,0,0.1337,0
 03/07  05:00:00,4.778024131,0,0.1337,0
 03/07  06:00:00,5.053026812,0,0.1337,0
 03/07  07:00:00,6.216837916,0,0.1337,0
 03/07  08:00:00,5.781515307,0.035869268,0.1337,0
 03/07  09:00:00,11.83157429,0.154437495,0.1781,0
 03/07  10:00:00,11.83157429,0.265832856,0.1781,0
 03/07  11:00:00,11.83157429,0.289806141,0.1781,0
 03/07  12:00:00,11.83157429,0.218366996,0.1781,0
 03/07  13:00:00,11.28156893,0.214402167,0.1781,0
 03/07  14:00:00,11.84106776,0.211472306,0.1781,0
 03/07  15:00:00,11.83157429,0.220857071,0.1781,0
 03/07  16:00:00,11.83157429,0.08158414,0.1781,0
 03/07  17:00:00,11.83157429,0.038154404,0.1781,0
 03/07  18:00:00,7.815364728,0,0.1781,0
 03/07  19:00:00,8.084515307,0,0.1781,0
 03/07  20:00:00,8.084515307,0,0.1781,0
 03/07  21:00:00,7.534509945,0,0.1781,0
 03/07  22:00:00,7.534509945,0,0.1781,0
 03/07  23:00:00,5.053026812,0,0.1781,0
 03/07  24:00:00,4.778024131,0,0.1781,0
 03/08  01:00:00,4.778024131,0,0.1337,0
 03/08  02:00:00,4.778024131,0,0.1337,0
 03/08  03:00:00,4.778024131,0,0.1337,0
 03/08  04:00:00,4.778024131,0,0.1337,0
 03/08  05:00:00,4.778024131,0,0.1337,0
 03/08  06:00:00,5.053026812,0,0.1337,0
 03/08  07:00:00,6.216837916,0.000680765,0.1337,0
 03/08  08:00:00,5.781515307,0.032528407,0.1337,0
 03/08  09:00:00,11.83337669,0.080981615,0.1781,0
 03/08  10:00:00,11.83157429,0.149563136,0.1781,0
 03/08  11:00:00,11.83157429,0.133872165,0.1781,0
 03/08  12:00:00,11.83157429,0.108889779,0.1781,0
 03/08  13:00:00,11.28156893,0.06541113,0.1781,0
 03/08  14:00:00,11.84125757,0.150826311,0.1781,0
 03/08  15:00:00,11.83157429,0.066346151,0.1781,0
 03/08  16:00:00,11.83157429,0.070304963,0.1781,0
 03/08  17:00:00,11.83157429,0.046263616,0.1781,0
 03/08  18:00:00,7.815364728,0,0.1781,0
 03/08  19:00:00,8.084515307,0,0.1781,0
 03/08  20:00:00,8.084515307,0,0.1781,0
 03/08  21:00:00,7.534509945,0,0.1781,0
 03/08  22:00:00,7.534509945,0,0.1781,0
 03/08  23:00:00,5.053026812,0,0.1781,0
 03/08  24:00:00,4.778024131,0,0.1781,0
 03/09  01:00:00,4.778024131,0,0.1337,0
 03/09  02:00:00,4.778024131,0,0.1337,0
 03/09  03:00:00,4.778024131,0,0.1337,0
 03/09  04:00:00,4.778024131,0,0.1337,0
 03/09  05:00:00,4.778024131,0,0.1337,0
 03/09  06:00:00,5.053026812,0,0.1337,0
 03/09  07:00:00,6.229148208,0.001761558,0.1337,0
 03/09  08:00:00,5.781515307,0.021442985,0.1337,0
 03/09  09:00:00,11.85564811,0.102198024,0.1781,0
 03/09  10:00:00,11.83157429,0.119270176,0.1781,0
 03/09  11:00:00,11.83157429,0.199489807,0.1781,0
 03/09  12:00:00,11.83157429,0.127097961,0.1781,0
 03/09  13:00:00,11.28156893,0.12506755,0.1781,0
 03/09  14:00:00,11.84083915,0.126904583,0.1781,0
 03/09  15:00:00,11.83157429,0.245762832,0.1781,0
 03/09  16:00:00,11.83157429,0.161915928,0.1781,0
 03/09  17:00:00,11.83157429,0.12950512,0.1781,0
 03/09  18:00:00,7.815364728,0,0.1781,0
 03/09  19:00:00,8.084515307,0,0.1781,0
 03/09  20:00:00,8.084515307,0,0.1781,0
 03/09  21:00:00,7.534509945,0,0.1781,0
 03/09  22:00:00,7.534509945,0,0.1781,0
 03/09  23:00:00,5.053026812,0,0.1781,0
 03/09  24:00:00,4.778024131,0,0.1781,0
 03/10  01:00:00,4.778024131,0,0.1337,0
 03/10  02:00:00,4.778024131,0,0.1337,0
 03/10  03:00:00,4.778024131,0,0.1337,0
 03/10  04:00:00,4.778024131,0,0.1337,0
 03/10  05:00:00,4.778024131,0,0.1337,0
 03/10  06:00:00,5.053026812,0,0.1337,0
 03/10  07:00:00,5.847679772,0.003459533,0.1337,0
 03/10  08:00:00,5.781515307,0.034977981,0.1337,0
 03/10  09:00:00,11.85385935,0.073179164,0.1781,0
 03/10  10:00:00,11.83157429,0.119009683,0.1781,0
 03/10  11:00:00,11.83157429,0.292246917,0.1781,0
 03/10  12:00:00,11.83987548,0.456013353,0.1781,0
 03/10  13:00:00,11.41749945,0.362604791,0.1781,0
 03/10  14:00:00,12.04923219,0.350913847,0.1781,0
 03/10  15:00:00,12.05493511,0.296009359,0.1781,0
 03/10  16:00:00,12.01474178,0.166988098,0.1781,0
 03/10  17:00:00,11.90042044,0.129237375,0.1781,0
 03/10  18:00:00,7.431531394,0,0.1781,0
 03/10  19:00:00,8.084515307,0,0.1781,0
 03/10  20:00:00,8.084515307,0,0.1781,0
 03/10  21:00:00,7.534509945,0,0.1781,0
 03/10  22:00:00,7.534509945,0,0.1781,0
 03/10  23:00:00,5.053026812,0,0.1781,0
 03/10  24:00:00,4.778024131,0,0.1781,0
 03/11  01:00:00,4.228018768,0,0.1337,0
 03/11  02:00:00,4.228018768,0,0.1337,0
 03/11  03:00:00,4.228018768,0,0.1337,0
 03/11  04:00:00,4.228018768,0,0.1337,0
 03/11  05:00:00,4.228018768,0,0.1337,0
 03/11  06:00:00,4.228018768,0,0.1337,0
 03/11  07:00:00,5.84657239,0.006825248,0.1337,0
 03/11  08:00:00,4.681504582,0.139089159,0.1337,0
 03/11  09:00:00,6.331520669,0.358275044,0.1781,0
 03/11  10:00:00,6.331520669,0.56502538,0.1781,0
 03/11  11:00:00,6.331520669,0.670434128,0.1781,0
 03/11  12:00:00,6.331520669,0.736103909,0.1781,0
 03/11  13:00:00,4.681504582,0.697017608,0.1781,0
 03/11  14:00:00,4.681504582,0.531062705,0.1781,0
 03/11  15:00:00,4.681504582,0.348338573,0.1781,0
 03/11  16:00:00,4.681504582,0.160819425,0.1781,0
 03/11  17:00:00,4.681504582,0.083207553,0.1781,0
 03/11  18:00:00,3.856496539,0,0.1781,0
 03/11  19:00:00,4.228018768,0,0.1781,0
 03/11  20:00:00,4.228018768,0,0.1781,0
 03/11  21:00:00,4.228018768,0,0.1781,0
 03/11  22:00:00,4.228018768,0,0.1781,0
 03/11  23:00:00,4.228018768,0,0.1781,0
 03/11  24:00:00,4.228018768,0,0.1781,0
 03/12  01:00:00,4.228018768,0,0.1337,0
 03/12  02:00:00,4.228018768,0,0.1337,0
 03/12  03:00:00,4.228018768,0,0.1337,0
 03/12  04:00:00,4.228018768,0,0.1337,0
 03/12  05:00:00,4.228018768,0,0.1337,0
 03/12  06:00:00,4.228018768,0,0.1337,0
 03/12  07:00:00,3.076518768,0.002521921,0.1337,0
 03/12  08:00:00,1.925018768,0.039810235,0.1337,0
 03/12  09:00:00,1.925018768,0.087224422,0.1781,0
 03/12  10:00:00,1.925018768,0.163952177,0.1781,0
 03/12  11:00:00,1.925018768,0.086931958,0.1781,0
 03/12  12:00:00,1.925018768,0.241059941,0.1781,0
 03/12  13:00:00,1.925018768,0.178980339,0.1781,0
 03/12  14:00:00,1.925018768,0.179871058,0.1781,0
 03/12  15:00:00,1.925018768,0.109836741,0.1781,0
 03/12  16:00:00,1.925018768,0.133575773,0.1781,0
 03/12  17:00:00,1.925018768,0.051675356,0.1781,0
 03/12  18:00:00,1.925018768,0,0.1781,0
 03/12  19:00:00,4.228018768,0,0.1781,0
 03/12  20:00:00,4.228018768,0,0.1781,0
 03/12  21:00:00,4.228018768,0,0.1781,0
 03/12  22:00:00,4.228018768,0,0.1781,0
 03/12  23:00:00,4.228018768,0,0.1781,0
 03/12  24:00:00,4.228018768,0,0.1781,0
 03/13  01:00:00,4.778024131,0,0.1337,0
 03/13  02:00:00,4.778024131,0,0.1337,0
 03/13  03:00:00,4.778024131,0,0.1337,0
 03/13  04:00:00,4.778024131,0,0.1337,0
 03/13  05:00:00,5.053026812,0,0.1337,0
 03/13  06:00:00,6.984504582,0,0.1337,0
 03/13  07:00:00,6.933015307,0.001335168,0.1337,0
 03/13  08:00:00,11.83157429,0.039863543,0.1337,0
 03/13  09:00:00,11.83157429,0.204173427,0.1781,0
 03/13  10:00:00,11.83157429,0.403188285,0.1781,0
 03/13  11:00:00,11.83157429,0.342954488,0.1781,0
 03/13  12:00:00,11.28156893,0.460893141,0.1781,0
 03/13  13:00:00,11.83384307,0.423610842,0.1781,0
 03/13  14:00:00,11.83157429,0.390065683,0.1781,0
 03/13  15:00:00,11.83430096,0.2951612,0.1781,0
 03/13  16:00:00,11.83157429,0.147399595,0.1781,0
 03/13  17:00:00,7.431531394,0.108348659,0.1781,0
 03/13  18:00:00,5.781515307,0,0.1781,0
 03/13  19:00:00,8.084515307,0,0.1781,0
 03/13  20:00:00,7.534509945,0,0.1781,0
 03/13  21:00:00,7.534509945,0,0.1781,0
 03/13  22:00:00,5.053026812,0,0.1781,0
 03/13  23:00:00,4.778024131,0,0.1781,0
 03/13  24:00:00,4.778024131,0,0.1781,0
 03/14  01:00:00,4.778024131,0,0.1337,0
 03/14  02:00:00,4.778024131,0,0.1337,0
 03/14  03:00:00,4.778024131,0,0.1337,0
 03/14  04:00:00,4.778024131,0,0.1337,0
 03/14  05:00:00,5.053026812,0,0.1337,0
 03/14  06:00:00,6.984504582,0,0.1337,0
 03/14  07:00:00,6.933015307,0.007325942,0.1337,0
 03/14  08:00:00,11.83372739,0.066787533,0.1337,0
 03/14  09:00:00,11.83299582,0.252447983,0.1781,0
 03/14  10:00:00,11.83368518,0.287770106,0.1781,0
 03/14  11:00:00,11.86559518,0.272332755,0.1781,0
 03/14  12:00:00,11.4274697,0.271176067,0.1781,0
 03/14  13:00:00,12.12225103,0.320634,0.1781,0
 03/14  14:00:00,12.18410748,0.173931833,0.1781,0
 03/14  15:00:00,12.2222086,0.253454686,0.1781,0
 03/14  16:00:00,12.32395634,0.070516795,0.1781,0
 03/14  17:00:00,7.615059619,0.072814064,0.1781,0
 03/14  18:00:00,5.800351339,0,0.1781,0
 03/14  19:00:00,8.084515307,0,0.1781,0
 03/14  20:00:00,7.534509945,0,0.1781,0
 03/14  21:00:00,7.534509945,0,0.1781,0
 03/14  22:00:00,5.053026812,0,0.1781,0
 03/14  23:00:00,4.778024131,0,0.1781,0
 03/14  24:00:00,4.778024131,0,0.1781,0
 03/15  01:00:00,4.778024131,0,0.1337,0
 03/15  02:00:00,4.778024131,0,0.1337,0
 03/15  03:00:00,4.778024131,0,0.1337,0
 03/15  04:00:00,4.778024131,0,0.1337,0
 03/15  05:00:00,5.053026812,0,0.1337,0
 03/15  06:00:00,7.011450843,0,0.1337,0
 03/15  07:00:00,6.549181974,0.005835919,0.1337,0
 03/15  08:00:00,11.84967421,0.037652089,0.1337,0
 03/15  09:00:00,11.83157429,0.102246138,0.1781,0
 03/15  10:00:00,11.83371211,0.166067266,0.1781,0
 03/15  11:00:00,11.87026661,0.175478059,0.1781,0
 03/15  12:00:00,11.32710845,0.146433072,0.1781,0
 03/15  13:00:00,11.93547288,0.236835681,0.1781,0
 03/15  14:00:00,11.89216074,0.214639796,0.1781,0
 03/15  15:00:00,11.90695009,0.173317942,0.1781,0
 03/15  16:00:00,11.93971417,0.106823134,0.1781,0
 03/15  17:00:00,7.431531394,0.050079999,0.1781,0
 03/15  18:00:00,5.781515307,0,0.1781,0
 03/15  19:00:00,8.084515307,0,0.1781,0
 03/15  20:00:00,7.534509945,0,0.1781,0
 03/15  21:00:00,7.534509945,0,0.1781,0
 03/15  22:00:00,5.053026812,0,0.1781,0
 03/15  23:00:00,4.778024131,0,0.1781,0
 03/15  24:00:00,4.778024131,0,0.1781,0
 03/16  01:00:00,4.778024131,0,0.1337,0
 03/16  02:00:00,4.778024131,0,0.1337,0
 03/16  03:00:00,4.778024131,0,0.1337,0
 03/16  04:00:00,4.778024131,0,0.1337,0
 03/16  05:00:00,5.053026812,0,0.1337,0
 03/16  06:00:00,6.985811637,0,0.1337,0
 03/16  07:00:00,6.549181974,0.006946469,0.1337,0
 03/16  08:00:00,11.83157429,0.049217256,0.1337,0
 03/16  09:00:00,11.83157429,0.184166141,0.1781,0
 03/16  10:00:00,11.83157429,0.490263098,0.1781,0
 03/16  11:00:00,11.83157429,0.673456276,0.1781,0
 03/16  12:00:00,11.28156893,0.74682686,0.1781,0
 03/16  13:00:00,11.84032523,0.761941963,0.1781,0
 03/16  14:00:00,11.83157429,0.695679397,0.1781,0
 03/16  15:00:00,11.83157429,0.257443683,0.1781,0
 03/16  16:00:00,11.83157429,0.259142204,0.1781,0
 03/16  17:00:00,7.431531394,0.127740148,0.1781,0
 03/16  18:00:00,5.781515307,0,0.1781,0
 03/16  19:00:00,8.084515307,0,0.1781,0
 03/16  20:00:00,7.534509945,0,0.1781,0
 03/16  21:00:00,7.534509945,0,0.1781,0
 03/16  22:00:00,5.053026812,0,0.1781,0
 03/16  23:00:00,4.778024131,0,0.1781,0
 03/16  24:00:00,4.778024131,0,0.1781,0
 03/17  01:00:00,4.778024131,0,0.1337,0
 03/17  02:00:00,4.778024131,0,0.1337,0
 03/17  03:00:00,4.778024131,0,0.1337,0
 03/17  04:00:00,4.778024131,0,0.1337,0
 03/17  05:00:00,5.053026812,0,0.1337,0
 03/17  06:00:00,6.984504582,0,0.1337,0
 03/17  07:00:00,6.549181974,0.013097359,0.1337,0
 03/17  08:00:00,11.83157429,0.165565109,0.1337,0
 03/17  09:00:00,11.83157429,0.409618369,0.1781,0
 03/17  10:00:00,11.83157429,0.512000454,0.1781,0
 03/17  11:00:00,11.83157429,0.478359006,0.1781,0
 03/17  12:00:00,11.28276156,0.471630155,0.1781,0
 03/17  13:00:00,11.90250929,0.536228289,0.1781,0
 03/17  14:00:00,11.93200865,0.408941622,0.1781,0
 03/17  15:00:00,11.96135352,0.326387689,0.1781,0
 03/17  16:00:00,11.96591561,0.202832177,0.1781,0
 03/17  17:00:00,7.445100369,0.095975872,0.1781,0
 03/17  18:00:00,5.781515307,0,0.1781,0
 03/17  19:00:00,7.700681974,0,0.1781,0
 03/17  20:00:00,7.534509945,0,0.1781,0
 03/17  21:00:00,7.534509945,0,0.1781,0
 03/17  22:00:00,5.053026812,0,0.1781,0
 03/17  23:00:00,4.778024131,0,0.1781,0
 03/17  24:00:00,4.778024131,0,0.1781,0
 03/18  01:00:00,4.228018768,0,0.1337,0
 03/18  02:00:00,4.228018768,0,0.1337,0
 03/18  03:00:00,4.228018768,0,0.1337,0
 03/18  04:00:00,4.228018768,0,0.1337,0
 03/18  05:00:00,4.228018768,0,0.1337,0
 03/18  06:00:00,6.984504582,0,0.1337,0
 03/18  07:00:00,5.449171249,0.003965687,0.1337,0
 03/18  08:00:00,6.331520669,0.020044261,0.1337,0
 03/18  09:00:00,6.331520669,0.04123303,0.1781,0
 03/18  10:00:00,6.331520669,0.076575717,0.1781,0
 03/18  11:00:00,6.333236529,0.122908917,0.1781,0
 03/18  12:00:00,4.682868926,0.146026386,0.1781,0
 03/18  13:00:00,4.739435993,0.112481357,0.1781,0
 03/18  14:00:00,4.828655643,0.132873494,0.1781,0
 03/18  15:00:00,4.803573967,0.05741844,0.1781,0
 03/18  16:00:00,4.733285633,0.064242648,0.1781,0
 03/18  17:00:00,3.856496539,0.041975311,0.1781,0
 03/18  18:00:00,1.925018768,0.001446533,0.1781,0
 03/18  19:00:00,3.844185435,0,0.1781,0
 03/18  20:00:00,4.228018768,0,0.1781,0
 03/18  21:00:00,4.228018768,0,0.1781,0
 03/18  22:00:00,4.228018768,0,0.1781,0
 03/18  23:00:00,4.228018768,0,0.1781,0
 03/18  24:00:00,4.228018768,0,0.1781,0
 03/19  01:00:00,4.228018768,0,0.1337,0
 03/19  02:00:00,4.228018768,0,0.1337,0
 03/19  03:00:00,4.228018768,0,0.1337,0
 03/19  04:00:00,4.228018768,0,0.1337,0
 03/19  05:00:00,4.228018768,0,0.1337,0
 03/19  06:00:00,4.228018768,0,0.1337,0
 03/19  07:00:00,2.692685435,0.009015064,0.1337,0
 03/19  08:00:00,1.925018768,0.09356938,0.1337,0
 03/19  09:00:00,1.925018768,0.249118347,0.1781,0
 03/19  10:00:00,1.925018768,0.31532454,0.1781,0
 03/19  11:00:00,1.925018768,0.260964777,0.1781,0
 03/19  12:00:00,1.925018768,0.169127888,0.1781,0
 03/19  13:00:00,1.925018768,0.313980852,0.1781,0
 03/19  14:00:00,1.925018768,0.272047502,0.1781,0
 03/19  15:00:00,1.925018768,0.134238521,0.1781,0
 03/19  16:00:00,1.925018768,0.097596485,0.1781,0
 03/19  17:00:00,1.925018768,0.035284786,0.1781,0
 03/19  18:00:00,1.925018768,0.002354078,0.1781,0
 03/19  19:00:00,3.844185435,0,0.1781,0
 03/19  20:00:00,4.228018768,0,0.1781,0
 03/19  21:00:00,4.228018768,0,0.1781,0
 03/19  22:00:00,4.228018768,0,0.1781,0
 03/19  23:00:00,4.228018768,0,0.1781,0
 03/19  24:00:00,4.228018768,0,0.1781,0
 03/20  01:00:00,4.778024131,0,0.1337,0
 03/20  02:00:00,4.778024131,0,0.1337,0
 03/20  03:00:00,4.778024131,0,0.1337,0
 03/20  04:00:00,4.778024131,0,0.1337,0
 03/20  05:00:00,5.053026812,0,0.1337,0
 03/20  06:00:00,6.984504582,0,0.1337,0
 03/20  07:00:00,6.16534864,0.006702611,0.1337,0
 03/20  08:00:00,11.83157429,0.051114594,0.1337,0
 03/20  09:00:00,11.83157429,0.20194491,0.1781,0
 03/20  10:00:00,11.83157429,0.251788216,0.1781,0
 03/20  11:00:00,11.83271537,0.265679582,0.1781,0
 03/20  12:00:00,11.28156893,0.312229679,0.1781,0
 03/20  13:00:00,11.83631289,0.225051626,0.1781,0
 03/20  14:00:00,11.84426223,0.245983763,0.1781,0
 03/20  15:00:00,11.90376541,0.121936732,0.1781,0
 03/20  16:00:00,11.88262142,0.094994312,0.1781,0
 03/20  17:00:00,7.432176702,0.082839727,0.1781,0
 03/20  18:00:00,5.781515307,0.01539052,0.1781,0
 03/20  19:00:00,7.700681974,0,0.1781,0
 03/20  20:00:00,7.534509945,0,0.1781,0
 03/20  21:00:00,7.534509945,0,0.1781,0
 03/20  22:00:00,5.053026812,0,0.1781,0
 03/20  23:00:00,4.778024131,0,0.1781,0
 03/20  24:00:00,4.778024131,0,0.1781,0
 03/21  01:00:00,4.778024131,0,0.1337,0
 03/21  02:00:00,4.778024131,0,0.1337,0
 03/21  03:00:00,4.778024131,0,0.1337,0
 03/21  04:00:00,4.778024131,0,0.1337,0
 03/21  05:00:00,5.053026812,0,0.1337,0
 03/21  06:00:00,6.984504582,0,0.1337,0
 03/21  07:00:00,6.16534864,0.029229649,0.1337,0
 03/21  08:00:00,11.83157429,0.089316934,0.1337,0
 03/21  09:00:00,11.83157429,0.185530809,0.1781,0
 03/21  10:00:00,11.83157429,0.350557107,0.1781,0
 03/21  11:00:00,11.83208878,0.601172154,0.1781,0
 03/21  12:00:00,11.28156893,0.388177799,0.1781,0
 03/21  13:00:00,11.88027103,0.511005891,0.1781,0
 03/21  14:00:00,11.94588016,0.726404072,0.1781,0
 03/21  15:00:00,11.92854553,0.650068055,0.1781,0
 03/21  16:00:00,11.87070415,0.44825049,0.1781,0
 03/21  17:00:00,7.43227916,0.217594028,0.1781,0
 03/21  18:00:00,5.781515307,0.016884019,0.1781,0
 03/21  19:00:00,7.700681974,0,0.1781,0
 03/21  20:00:00,7.534509945,0,0.1781,0
 03/21  21:00:00,7.534509945,0,0.1781,0
 03/21  22:00:00,5.053026812,0,0.1781,0
 03/21  23:00:00,4.778024131,0,0.1781,0
 03/21  24:00:00,4.778024131,0,0.1781,0
 03/22  01:00:00,4.778024131,0,0.1337,0
 03/22  02:00:00,4.778024131,0,0.1337,0
 03/22  03:00:00,4.778024131,0,0.1337,0
 03/22  04:00:00,4.778024131,0,0.1337,0
 03/22  05:00:00,5.053026812,0,0.1337,0
 03/22  06:00:00,6.984504582,0,0.1337,0
 03/22  07:00:00,6.16534864,0.016754456,0.1337,0
 03/22  08:00:00,11.83157429,0.163832355,0.1337,0
 03/22  09:00:00,11.83157429,0.418269753,0.1781,0
 03/22  10:00:00,11.83157429,0.438274963,0.1781,0
 03/22  11:00:00,11.83157429,0.660227469,0.1781,0
 03/22  12:00:00,11.28156893,0.743001496,0.1781,0
 03/22  13:00:00,11.83299155,0.770892815,0.1781,0
 03/22  14:00:00,11.83157429,0.594463048,0.1781,0
 03/22  15:00:00,11.83157429,0.412548814,0.1781,0
 03/22  16:00:00,11.83157429,0.294839754,0.1781,0
 03/22  17:00:00,7.431531394,0.158849279,0.1781,0
 03/22  18:00:00,5.781515307,0.035812725,0.1781,0
 03/22  19:00:00,7.700681974,0,0.1781,0
 03/22  20:00:00,7.534509945,0,0.1781,0
 03/22  21:00:00,7.534509945,0,0.1781,0
 03/22  22:00:00,5.053026812,0,0.1781,0
 03/22  23:00:00,4.778024131,0,0.1781,0
 03/22  24:00:00,4.778024131,0,0.1781,0
 03/23  01:00:00,4.778024131,0,0.1337,0
 03/23  02:00:00,4.778024131,0,0.1337,0
 03/23  03:00:00,4.778024131,0,0.1337,0
 03/23  04:00:00,4.778024131,0,0.1337,0
 03/23  05:00:00,5.053026812,0,0.1337,0
 03/23  06:00:00,6.984504582,0,0.1337,0
 03/23  07:00:00,6.16534864,0.023310948,0.1337,0
 03/23  08:00:00,11.83157429,0.1986878,0.1337,0
 03/23  09:00:00,11.83157429,0.403015043,0.1781,0
 03/23  10:00:00,11.83157429,0.589259893,0.1781,0
 03/23  11:00:00,11.83157429,0.577554462,0.1781,0
 03/23  12:00:00,11.28156893,0.758847663,0.1781,0
 03/23  13:00:00,11.83468682,0.621333609,0.1781,0
 03/23  14:00:00,11.83872315,0.599219217,0.1781,0
 03/23  15:00:00,11.84034718,0.471786346,0.1781,0
 03/23  16:00:00,11.83157429,0.410247595,0.1781,0
 03/23  17:00:00,7.432897981,0.196946888,0.1781,0
 03/23  18:00:00,5.781515307,0.029973581,0.1781,0
 03/23  19:00:00,7.700681974,0,0.1781,0
 03/23  20:00:00,7.534509945,0,0.1781,0
 03/23  21:00:00,7.534509945,0,0.1781,0
 03/23  22:00:00,5.053026812,0,0.1781,0
 03/23  23:00:00,4.778024131,0,0.1781,0
 03/23  24:00:00,4.778024131,0,0.1781,0
 03/24  01:00:00,4.778024131,0,0.1337,0
 03/24  02:00:00,4.778024131,0,0.1337,0
 03/24  03:00:00,4.778024131,0,0.1337,0
 03/24  04:00:00,4.778024131,0,0.1337,0
 03/24  05:00:00,5.053026812,0,0.1337,0
 03/24  06:00:00,6.984504582,0,0.1337,0
 03/24  07:00:00,6.16534864,0.032116457,0.1337,0
 03/24  08:00:00,11.83226269,0.231328406,0.1337,0
 03/24  09:00:00,11.83254131,0.469863001,0.1781,0
 03/24  10:00:00,11.83157429,0.640289915,0.1781,0
 03/24  11:00:00,11.83377501,0.73995878,0.1781,0
 03/24  12:00:00,11.28156893,0.782497132,0.1781,0
 03/24  13:00:00,11.86344081,0.790033164,0.1781,0
 03/24  14:00:00,11.84422953,0.737594323,0.1781,0
 03/24  15:00:00,11.86071618,0.60602056,0.1781,0
 03/24  16:00:00,11.83157429,0.432633278,0.1781,0
 03/24  17:00:00,7.431531394,0.205742064,0.1781,0
 03/24  18:00:00,5.781515307,0.030851352,0.1781,0
 03/24  19:00:00,7.31684864,0,0.1781,0
 03/24  20:00:00,7.534509945,0,0.1781,0
 03/24  21:00:00,7.534509945,0,0.1781,0
 03/24  22:00:00,5.053026812,0,0.1781,0
 03/24  23:00:00,4.778024131,0,0.1781,0
 03/24  24:00:00,4.778024131,0,0.1781,0
 03/25  01:00:00,4.228018768,0,0.1337,0
 03/25  02:00:00,4.228018768,0,0.1337,0
 03/25  03:00:00,4.228018768,0,0.1337,0
 03/25  04:00:00,4.228018768,0,0.1337,0
 03/25  05:00:00,4.228018768,0,0.1337,0
 03/25  06:00:00,6.984504582,0,0.1337,0
 03/25  07:00:00,4.681504582,0.032004809,0.1337,0
 03/25  08:00:00,6.331520669,0.236664186,0.1337,0
 03/25  09:00:00,6.331520669,0.471239779,0.1781,0
 03/25  10:00:00,6.331520669,0.642954533,0.1781,0
 03/25  11:00:00,6.331520669,0.749807173,0.1781,0
 03/25  12:00:00,4.681504582,0.80619029,0.1781,0
 03/25  13:00:00,4.681504582,0.790223989,0.1781,0
