time,ld,pv,c_grid_in,c_grid_out
 06/22  10:00:00,12.62192982,0.707650965,0.1781,0
 06/22  11:00:00,12.80949218,0.74344142,0.1781,0
 06/22  12:00:00,12.34415166,0.81565009,0.1781,0
 06/22  13:00:00,13.33295937,0.467444959,0.1781,0
 06/22  14:00:00,13.52815412,0.59379709,0.1781,0
 06/22  15:00:00,13.78136733,0.139961114,0.1781,0
 06/22  16:00:00,14.03603654,0.16442247,0.1781,0
 06/22  17:00:00,9.086555914,0.262153956,0.1781,0
 06/22  18:00:00,7.143103096,0.135710818,0.1781,0
 06/22  19:00:00,6.997999721,0.094578263,0.1781,0
 06/22  20:00:00,6.027328462,0,0.1781,0
 06/22  21:00:00,7.839379732,0,0.1781,0
 06/22  22:00:00,5.053026812,0,0.1781,0
 06/22  23:00:00,4.778024131,0,0.1781,0
 06/22  24:00:00,4.778024131,0,0.1781,0
 06/23  01:00:00,4.778024131,0,0.1337,0
 06/23  02:00:00,4.778024131,0,0.1337,0
 06/23  03:00:00,4.778024131,0,0.1337,0
 06/23  04:00:00,4.778024131,0,0.1337,0
 06/23  05:00:00,3.133860145,0.001053441,0.1337,0
 06/23  06:00:00,4.776557292,0.043193835,0.1337,0
 06/23  07:00:00,5.781515307,0.152572447,0.1337,0
 06/23  08:00:00,12.05819941,0.143545192,0.1337,0
 06/23  09:00:00,12.25255585,0.236139194,0.1781,0
 06/23  10:00:00,12.34829018,0.250508367,0.1781,0
 06/23  11:00:00,12.48327101,0.292185202,0.1781,0
 06/23  12:00:00,11.8407441,0.418322553,0.1781,0
 06/23  13:00:00,12.68347198,0.866476741,0.1781,0
 06/23  14:00:00,12.81203028,0.219182846,0.1781,0
 06/23  15:00:00,12.89412935,0.270399655,0.1781,0
 06/23  16:00:00,12.94103588,0.361895702,0.1781,0
 06/23  17:00:00,8.047635111,0.307536258,0.1781,0
 06/23  18:00:00,6.010090113,0.183251882,0.1781,0
 06/23  19:00:00,5.858750748,0.054988467,0.1781,0
 06/23  20:00:00,5.256207688,0,0.1781,0
 06/23  21:00:00,7.535967041,0,0.1781,0
 06/23  22:00:00,5.053026812,0,0.1781,0
 06/23  23:00:00,4.778024131,0,0.1781,0
 06/23  24:00:00,4.778024131,0,0.1781,0
 06/24  01:00:00,4.228018768,0,0.1337,0
 06/24  02:00:00,4.228018768,0,0.1337,0
 06/24  03:00:00,4.228018768,0,0.1337,0
 06/24  04:00:00,4.228018768,0,0.1337,0
 06/24  05:00:00,2.308852102,0.011048887,0.1337,0
 06/24  06:00:00,4.721448097,0.064307825,0.1337,0
 06/24  07:00:00,4.681504582,0.122755186,0.1337,0
 06/24  08:00:00,6.333374748,0.271644658,0.1337,0
 06/24  09:00:00,6.333071552,0.178847567,0.1781,0
 06/24  10:00:00,6.362266642,0.288140447,0.1781,0
 06/24  11:00:00,6.356659697,0.262434198,0.1781,0
 06/24  12:00:00,4.681504582,0.345887192,0.1781,0
 06/24  13:00:00,4.681504582,0.674627281,0.1781,0
 06/24  14:00:00,4.682288504,0.428990454,0.1781,0
 06/24  15:00:00,4.711236244,0.497806802,0.1781,0
 06/24  16:00:00,4.803513428,0.3815495,0.1781,0
 06/24  17:00:00,3.97027381,0.343703287,0.1781,0
 06/24  18:00:00,1.925018768,0.171429598,0.1781,0
 06/24  19:00:00,1.925018768,0.08697794,0.1781,0
 06/24  20:00:00,1.925018768,0,0.1781,0
 06/24  21:00:00,4.228018768,0,0.1781,0
 06/24  22:00:00,4.228018768,0,0.1781,0
 06/24  23:00:00,4.228018768,0,0.1781,0
 06/24  24:00:00,4.228018768,0,0.1781,0
 06/25  01:00:00,4.228018768,0,0.1337,0
 06/25  02:00:00,4.228018768,0,0.1337,0
 06/25  03:00:00,4.228018768,0,0.1337,0
 06/25  04:00:00,4.228018768,0,0.1337,0
 06/25  05:00:00,2.308852102,0.008374926,0.1337,0
 06/25  06:00:00,1.925018768,0.06144014,0.1337,0
 06/25  07:00:00,1.925018768,0.19793232,0.1337,0
 06/25  08:00:00,1.925018768,0.427314639,0.1337,0
 06/25  09:00:00,1.925018768,0.615053648,0.1781,0
 06/25  10:00:00,1.925018768,0.695109804,0.1781,0
 06/25  11:00:00,1.925018768,0.637035535,0.1781,0
 06/25  12:00:00,1.925018768,0.794771039,0.1781,0
 06/25  13:00:00,1.925018768,0.767095799,0.1781,0
 06/25  14:00:00,1.925018768,0.763409344,0.1781,0
 06/25  15:00:00,1.925018768,0.555964886,0.1781,0
 06/25  16:00:00,1.925018768,0.556435495,0.1781,0
 06/25  17:00:00,1.925018768,0.358243501,0.1781,0
 06/25  18:00:00,1.925018768,0.143378133,0.1781,0
 06/25  19:00:00,1.925018768,0.072945874,0.1781,0
 06/25  20:00:00,1.925018768,0,0.1781,0
 06/25  21:00:00,4.228018768,0,0.1781,0
 06/25  22:00:00,4.228018768,0,0.1781,0
 06/25  23:00:00,4.228018768,0,0.1781,0
 06/25  24:00:00,4.228018768,0,0.1781,0
 06/26  01:00:00,4.778024131,0,0.1337,0
 06/26  02:00:00,4.778024131,0,0.1337,0
 06/26  03:00:00,4.778024131,0,0.1337,0
 06/26  04:00:00,4.778024131,0,0.1337,0
 06/26  05:00:00,3.133860145,0.008044869,0.1337,0
 06/26  06:00:00,4.735434583,0.069747394,0.1337,0
 06/26  07:00:00,5.781515307,0.164068255,0.1337,0
 06/26  08:00:00,11.87282584,0.411010096,0.1337,0
 06/26  09:00:00,11.95389503,0.585170836,0.1781,0
 06/26  10:00:00,12.30698261,0.713178952,0.1781,0
 06/26  11:00:00,12.59139102,0.771594321,0.1781,0
 06/26  12:00:00,12.01091865,0.81114355,0.1781,0
 06/26  13:00:00,13.03323271,0.828802028,0.1781,0
 06/26  14:00:00,13.18479893,0.789613442,0.1781,0
 06/26  15:00:00,13.24441735,0.683390088,0.1781,0
 06/26  16:00:00,13.31448584,0.539942072,0.1781,0
 06/26  17:00:00,8.20939124,0.352016321,0.1781,0
 06/26  18:00:00,6.190547522,0.150872743,0.1781,0
 06/26  19:00:00,6.055708846,0.044417225,0.1781,0
 06/26  20:00:00,5.36956889,0,0.1781,0
 06/26  21:00:00,7.566677905,0,0.1781,0
 06/26  22:00:00,5.053026812,0,0.1781,0
 06/26  23:00:00,4.778024131,0,0.1781,0
 06/26  24:00:00,4.778024131,0,0.1781,0
 06/27  01:00:00,4.778024131,0,0.1337,0
 06/27  02:00:00,4.778024131,0,0.1337,0
 06/27  03:00:00,4.778024131,0,0.1337,0
 06/27  04:00:00,4.778024131,0,0.1337,0
 06/27  05:00:00,3.133860145,0.008834528,0.1337,0
 06/27  06:00:00,4.73016994,0.056266337,0.1337,0
 06/27  07:00:00,5.817943645,0.211697503,0.1337,0
 06/27  08:00:00,12.18171727,0.40773772,0.1337,0
 06/27  09:00:00,12.64646339,0.582027639,0.1781,0
 06/27  10:00:00,12.95906773,0.710867061,0.1781,0
 06/27  11:00:00,13.1514577,0.788677906,0.1781,0
 06/27  12:00:00,12.48460014,0.813091966,0.1781,0
 06/27  13:00:00,13.4415471,0.816301868,0.1781,0
 06/27  14:00:00,13.65555776,0.727070819,0.1781,0
 06/27  15:00:00,13.85032753,0.630146479,0.1781,0
 06/27  16:00:00,14.07694327,0.488853696,0.1781,0
 06/27  17:00:00,9.009762506,0.324668878,0.1781,0
 06/27  18:00:00,6.965229908,0.145850178,0.1781,0
 06/27  19:00:00,6.710362506,0.047682076,0.1781,0
 06/27  20:00:00,5.765694622,0,0.1781,0
 06/27  21:00:00,7.755357583,0,0.1781,0
 06/27  22:00:00,5.053026812,0,0.1781,0
 06/27  23:00:00,4.778024131,0,0.1781,0
 06/27  24:00:00,4.778024131,0,0.1781,0
 06/28  01:00:00,4.778024131,0,0.1337,0
 06/28  02:00:00,4.778024131,0,0.1337,0
 06/28  03:00:00,4.778024131,0,0.1337,0
 06/28  04:00:00,4.778024131,0,0.1337,0
 06/28  05:00:00,3.133860145,0.012475174,0.1337,0
 06/28  06:00:00,4.800773084,0.050364429,0.1337,0
 06/28  07:00:00,5.89125708,0.197979354,0.1337,0
 06/28  08:00:00,12.64514334,0.415106283,0.1337,0
 06/28  09:00:00,13.04268666,0.449262285,0.1781,0
 06/28  10:00:00,13.31468496,0.594007237,0.1781,0
 06/28  11:00:00,13.47502017,0.749396824,0.1781,0
 06/28  12:00:00,12.84855637,0.727528751,0.1781,0
 06/28  13:00:00,13.87148392,0.765002706,0.1781,0
 06/28  14:00:00,14.07704234,0.698321812,0.1781,0
 06/28  15:00:00,14.30978287,0.618525767,0.1781,0
 06/28  16:00:00,14.55927789,0.473985886,0.1781,0
 06/28  17:00:00,9.582281181,0.317852533,0.1781,0
 06/28  18:00:00,7.513780331,0.171173115,0.1781,0
 06/28  19:00:00,7.228910657,0.047094076,0.1781,0
 06/28  20:00:00,6.226654314,0,0.1781,0
 06/28  21:00:00,7.949568283,0,0.1781,0
 06/28  22:00:00,5.053026812,0,0.1781,0
 06/28  23:00:00,4.778024131,0,0.1781,0
 06/28  24:00:00,4.778024131,0,0.1781,0
 06/29  01:00:00,4.778024131,0,0.1337,0
 06/29  02:00:00,4.778024131,0,0.1337,0
 06/29  03:00:00,4.778024131,0,0.1337,0
 06/29  04:00:00,4.778024131,0,0.1337,0
 06/29  05:00:00,3.517693479,0.007167693,0.1337,0
 06/29  06:00:00,4.795735733,0.026744277,0.1337,0
 06/29  07:00:00,5.781515307,0.079016717,0.1337,0
 06/29  08:00:00,11.98423202,0.169559247,0.1337,0
 06/29  09:00:00,12.19620275,0.222316751,0.1781,0
 06/29  10:00:00,12.37523371,0.289636517,0.1781,0
 06/29  11:00:00,12.49125258,0.325694059,0.1781,0
 06/29  12:00:00,11.81884142,0.603109842,0.1781,0
 06/29  13:00:00,12.73555762,0.546929509,0.1781,0
 06/29  14:00:00,12.84639311,0.298008499,0.1781,0
 06/29  15:00:00,12.89481339,0.278761779,0.1781,0
 06/29  16:00:00,12.96239488,0.311557561,0.1781,0
 06/29  17:00:00,7.908747491,0.208048197,0.1781,0
 06/29  18:00:00,5.915498144,0.167385842,0.1781,0
 06/29  19:00:00,5.872410776,0.055995837,0.1781,0
 06/29  20:00:00,5.262629463,0,0.1781,0
 06/29  21:00:00,7.53589607,0,0.1781,0
 06/29  22:00:00,5.053026812,0,0.1781,0
 06/29  23:00:00,4.778024131,0,0.1781,0
 06/29  24:00:00,4.778024131,0,0.1781,0
 06/30  01:00:00,4.778024131,0,0.1337,0
 06/30  02:00:00,4.778024131,0,0.1337,0
 06/30  03:00:00,4.778024131,0,0.1337,0
 06/30  04:00:00,4.778024131,0,0.1337,0
 06/30  05:00:00,3.517693479,0.003532158,0.1337,0
 06/30  06:00:00,4.722182151,0.05236829,0.1337,0
 06/30  07:00:00,5.781515307,0.158553868,0.1337,0
 06/30  08:00:00,11.96140099,0.326980809,0.1337,0
 06/30  09:00:00,12.19480733,0.501032377,0.1781,0
 06/30  10:00:00,12.54670507,0.654520209,0.1781,0
 06/30  11:00:00,12.79002621,0.507788813,0.1781,0
 06/30  12:00:00,12.1459727,0.740406303,0.1781,0
 06/30  13:00:00,12.93659414,0.585644341,0.1781,0
 06/30  14:00:00,13.01625615,0.417440253,0.1781,0
 06/30  15:00:00,13.20823469,0.13510652,0.1781,0
 06/30  16:00:00,13.42836982,0.114928681,0.1781,0
 06/30  17:00:00,8.374852359,0.100856546,0.1781,0
 06/30  18:00:00,6.384756677,0.121915915,0.1781,0
 06/30  19:00:00,6.171544119,0.06444669,0.1781,0
 06/30  20:00:00,5.366977326,0,0.1781,0
 06/30  21:00:00,7.577647289,0,0.1781,0
 06/30  22:00:00,5.053026812,0,0.1781,0
 06/30  23:00:00,4.778024131,0,0.1781,0
 06/30  24:00:00,4.778024131,0,0.1781,0
 07/01  01:00:00,4.228018768,0,0.1337,0
 07/01  02:00:00,4.228018768,0,0.1337,0
 07/01  03:00:00,4.228018768,0,0.1337,0
 07/01  04:00:00,4.228018768,0,0.1337,0
 07/01  05:00:00,2.692685435,0.008493879,0.1337,0
 07/01  06:00:00,4.723503377,0.089824267,0.1337,0
 07/01  07:00:00,4.681504582,0.129018625,0.1337,0
 07/01  08:00:00,6.331520669,0.094735883,0.1337,0
 07/01  09:00:00,6.331520669,0.10525524,0.1781,0
 07/01  10:00:00,6.331520669,0.085502987,0.1781,0
 07/01  11:00:00,6.331520669,0.173132006,0.1781,0
 07/01  12:00:00,4.681504582,0.190987899,0.1781,0
 07/01  13:00:00,4.731623451,0.598545659,0.1781,0
 07/01  14:00:00,4.836666185,0.815287248,0.1781,0
 07/01  15:00:00,4.858431739,0.744407428,0.1781,0
 07/01  16:00:00,4.838963089,0.464845769,0.1781,0
 07/01  17:00:00,3.901448537,0.216759794,0.1781,0
 07/01  18:00:00,1.925018768,0.075454255,0.1781,0
 07/01  19:00:00,1.925018768,0.025984707,0.1781,0
 07/01  20:00:00,1.925018768,0,0.1781,0
 07/01  21:00:00,4.228018768,0,0.1781,0
 07/01  22:00:00,4.228018768,0,0.1781,0
 07/01  23:00:00,4.228018768,0,0.1781,0
 07/01  24:00:00,4.228018768,0,0.1781,0
 07/02  01:00:00,4.228018768,0,0.1337,0
 07/02  02:00:00,4.228018768,0,0.1337,0
 07/02  03:00:00,4.228018768,0,0.1337,0
 07/02  04:00:00,4.228018768,0,0.1337,0
 07/02  05:00:00,2.692685435,0.00159244,0.1337,0
 07/02  06:00:00,1.925018768,0.026967749,0.1337,0
 07/02  07:00:00,1.925018768,0.09023332,0.1337,0
 07/02  08:00:00,1.925018768,0.158069181,0.1337,0
 07/02  09:00:00,1.925018768,0.288090893,0.1781,0
 07/02  10:00:00,1.925018768,0.627159206,0.1781,0
 07/02  11:00:00,1.925018768,0.610321985,0.1781,0
 07/02  12:00:00,1.925018768,0.690788693,0.1781,0
 07/02  13:00:00,1.925018768,0.483851517,0.1781,0
 07/02  14:00:00,1.925018768,0.644365962,0.1781,0
 07/02  15:00:00,1.925018768,0.457886272,0.1781,0
 07/02  16:00:00,1.925018768,0.40233178,0.1781,0
 07/02  17:00:00,1.925018768,0.158711557,0.1781,0
 07/02  18:00:00,1.925018768,0.160099506,0.1781,0
 07/02  19:00:00,1.925018768,0.05538271,0.1781,0
 07/02  20:00:00,1.925018768,0,0.1781,0
 07/02  21:00:00,4.228018768,0,0.1781,0
 07/02  22:00:00,4.228018768,0,0.1781,0
 07/02  23:00:00,4.228018768,0,0.1781,0
 07/02  24:00:00,4.228018768,0,0.1781,0
 07/03  01:00:00,4.778024131,0,0.1337,0
 07/03  02:00:00,4.778024131,0,0.1337,0
 07/03  03:00:00,4.778024131,0,0.1337,0
 07/03  04:00:00,4.778024131,0,0.1337,0
 07/03  05:00:00,3.517693479,0.002217763,0.1337,0
 07/03  06:00:00,4.727920512,0.023209889,0.1337,0
 07/03  07:00:00,5.781515307,0.092708675,0.1337,0
 07/03  08:00:00,11.85680831,0.16806631,0.1337,0
 07/03  09:00:00,11.86087822,0.181089217,0.1781,0
 07/03  10:00:00,11.98745637,0.146711505,0.1781,0
 07/03  11:00:00,12.22417412,0.354947328,0.1781,0
 07/03  12:00:00,11.65701755,0.35850505,0.1781,0
 07/03  13:00:00,12.64165911,0.545916632,0.1781,0
 07/03  14:00:00,12.95691171,0.722520063,0.1781,0
 07/03  15:00:00,12.86994473,0.398851795,0.1781,0
 07/03  16:00:00,12.63302065,0.267610584,0.1781,0
 07/03  17:00:00,7.790268312,0.37137997,0.1781,0
 07/03  18:00:00,5.911060501,0.147191326,0.1781,0
 07/03  19:00:00,5.830926364,0.096178509,0.1781,0
 07/03  20:00:00,5.243106474,0,0.1781,0
 07/03  21:00:00,7.534509945,0,0.1781,0
 07/03  22:00:00,5.053026812,0,0.1781,0
 07/03  23:00:00,4.778024131,0,0.1781,0
 07/03  24:00:00,4.778024131,0,0.1781,0
 07/04  01:00:00,4.228018768,0,0.1337,0
 07/04  02:00:00,4.228018768,0,0.1337,0
 07/04  03:00:00,4.228018768,0,0.1337,0
 07/04  04:00:00,4.228018768,0,0.1337,0
 07/04  05:00:00,2.692685435,0.003552154,0.1337,0
 07/04  06:00:00,1.925018768,0.022321684,0.1337,0
 07/04  07:00:00,1.925018768,0.041996862,0.1337,0
 07/04  08:00:00,1.925018768,0.101620686,0.1337,0
 07/04  09:00:00,1.925018768,0.207457513,0.1781,0
 07/04  10:00:00,1.925018768,0.508410613,0.1781,0
 07/04  11:00:00,1.925018768,0.896768029,0.1781,0
 07/04  12:00:00,1.925018768,0.848598172,0.1781,0
 07/04  13:00:00,1.925018768,0.801750846,0.1781,0
 07/04  14:00:00,1.925018768,0.60232175,0.1781,0
 07/04  15:00:00,1.925018768,0.460795156,0.1781,0
 07/04  16:00:00,1.925018768,0.36244758,0.1781,0
 07/04  17:00:00,1.925018768,0.337559275,0.1781,0
 07/04  18:00:00,1.925018768,0.038170487,0.1781,0
 07/04  19:00:00,1.925018768,0.061751736,0.1781,0
 07/04  20:00:00,1.925018768,0,0.1781,0
 07/04  21:00:00,4.228018768,0,0.1781,0
 07/04  22:00:00,4.228018768,0,0.1781,0
 07/04  23:00:00,4.228018768,0,0.1781,0
 07/04  24:00:00,4.228018768,0,0.1781,0
 07/05  01:00:00,4.778024131,0,0.1337,0
 07/05  02:00:00,4.778024131,0,0.1337,0
 07/05  03:00:00,4.778024131,0,0.1337,0
 07/05  04:00:00,4.778024131,0,0.1337,0
 07/05  05:00:00,3.517693479,0.002193705,0.1337,0
 07/05  06:00:00,4.715127126,0.028677064,0.1337,0
 07/05  07:00:00,5.782144647,0.220110278,0.1337,0
 07/05  08:00:00,11.92798686,0.386525546,0.1337,0
 07/05  09:00:00,12.0371721,0.323282628,0.1781,0
 07/05  10:00:00,12.32735029,0.462284268,0.1781,0
 07/05  11:00:00,12.56647337,0.898832111,0.1781,0
 07/05  12:00:00,11.96716963,0.694450791,0.1781,0
 07/05  13:00:00,12.91849153,0.764530805,0.1781,0
 07/05  14:00:00,12.85267524,0.536349788,0.1781,0
 07/05  15:00:00,12.88690451,0.511802369,0.1781,0
 07/05  16:00:00,13.10041023,0.495734803,0.1781,0
 07/05  17:00:00,8.181798357,0.36703079,0.1781,0
 07/05  18:00:00,6.159645718,0.127967747,0.1781,0
 07/05  19:00:00,5.997557012,0.071321333,0.1781,0
 07/05  20:00:00,5.36652038,0,0.1781,0
 07/05  21:00:00,7.579161564,0,0.1781,0
 07/05  22:00:00,5.053026812,0,0.1781,0
 07/05  23:00:00,4.778024131,0,0.1781,0
 07/05  24:00:00,4.778024131,0,0.1781,0
 07/06  01:00:00,4.778024131,0,0.1337,0
 07/06  02:00:00,4.778024131,0,0.1337,0
 07/06  03:00:00,4.778024131,0,0.1337,0
 07/06  04:00:00,4.778024131,0,0.1337,0
 07/06  05:00:00,3.517693479,0.006271868,0.1337,0
 07/06  06:00:00,4.722444453,0.041296767,0.1337,0
 07/06  07:00:00,5.788977699,0.139392891,0.1337,0
 07/06  08:00:00,12.24042047,0.419613229,0.1337,0
 07/06  09:00:00,12.60936887,0.565960627,0.1781,0
 07/06  10:00:00,12.58330867,0.331249344,0.1781,0
 07/06  11:00:00,12.78806812,0.597719596,0.1781,0
 07/06  12:00:00,12.28972768,0.610621761,0.1781,0
 07/06  13:00:00,13.27000965,0.640102887,0.1781,0
 07/06  14:00:00,13.41776315,0.806458378,0.1781,0
 07/06  15:00:00,13.58237552,0.710039625,0.1781,0
 07/06  16:00:00,13.87713687,0.529987182,0.1781,0
 07/06  17:00:00,8.848055262,0.343628087,0.1781,0
 07/06  18:00:00,6.788604464,0.13650255,0.1781,0
 07/06  19:00:00,6.515006581,0.052394725,0.1781,0
 07/06  20:00:00,5.702625036,0,0.1781,0
 07/06  21:00:00,7.702806667,0,0.1781,0
 07/06  22:00:00,5.053026812,0,0.1781,0
 07/06  23:00:00,4.778024131,0,0.1781,0
 07/06  24:00:00,4.778024131,0,0.1781,0
 07/07  01:00:00,4.778024131,0,0.1337,0
 07/07  02:00:00,4.778024131,0,0.1337,0
 07/07  03:00:00,4.778024131,0,0.1337,0
 07/07  04:00:00,4.778024131,0,0.1337,0
 07/07  05:00:00,3.517693479,0.007019807,0.1337,0
 07/07  06:00:00,4.799108239,0.076010037,0.1337,0
 07/07  07:00:00,5.892137361,0.21380049,0.1337,0
 07/07  08:00:00,12.57375278,0.422772567,0.1337,0
 07/07  09:00:00,13.00808513,0.59790943,0.1781,0
 07/07  10:00:00,13.28153667,0.731750545,0.1781,0
 07/07  11:00:00,13.60849567,0.805883313,0.1781,0
 07/07  12:00:00,13.03479865,0.840722242,0.1781,0
 07/07  13:00:00,14.00398222,0.787167591,0.1781,0
 07/07  14:00:00,14.24081089,0.698350987,0.1781,0
 07/07  15:00:00,14.48118934,0.550112781,0.1781,0
 07/07  16:00:00,14.72333164,0.470382537,0.1781,0
 07/07  17:00:00,9.491018915,0.213870197,0.1781,0
 07/07  18:00:00,7.259857802,0.147073121,0.1781,0
 07/07  19:00:00,6.91553491,0.072280704,0.1781,0
 07/07  20:00:00,6.012815612,0,0.1781,0
 07/07  21:00:00,8.090710839,0,0.1781,0
 07/07  22:00:00,5.053026812,0,0.1781,0
 07/07  23:00:00,4.778024131,0,0.1781,0
 07/07  24:00:00,4.778024131,0,0.1781,0
 07/08  01:00:00,4.228018768,0,0.1337,0
 07/08  02:00:00,4.228018768,0,0.1337,0
 07/08  03:00:00,4.228018768,0,0.1337,0
 07/08  04:00:00,4.228018768,0,0.1337,0
 07/08  05:00:00,2.692685435,0.00270501,0.1337,0
 07/08  06:00:00,4.830161933,0.039494762,0.1337,0
 07/08  07:00:00,4.742204517,0.161163509,0.1337,0
 07/08  08:00:00,6.564458958,0.404733832,0.1337,0
 07/08  09:00:00,6.621006875,0.39788953,0.1781,0
 07/08  10:00:00,6.783946828,0.597116802,0.1781,0
 07/08  11:00:00,6.997899025,0.823501343,0.1781,0
 07/08  12:00:00,5.268680185,0.864719644,0.1781,0
 07/08  13:00:00,5.321224612,0.760066086,0.1781,0
 07/08  14:00:00,5.3812326,0.677756411,0.1781,0
 07/08  15:00:00,5.427114145,0.668532269,0.1781,0
 07/08  16:00:00,5.399879561,0.464445229,0.1781,0
 07/08  17:00:00,4.348763838,0.264772989,0.1781,0
 07/08  18:00:00,1.925018768,0.175018291,0.1781,0
 07/08  19:00:00,1.925018768,0.081359273,0.1781,0
 07/08  20:00:00,1.925018768,0,0.1781,0
 07/08  21:00:00,4.228018768,0,0.1781,0
 07/08  22:00:00,4.228018768,0,0.1781,0
 07/08  23:00:00,4.228018768,0,0.1781,0
 07/08  24:00:00,4.228018768,0,0.1781,0
 07/09  01:00:00,4.228018768,0,0.1337,0
 07/09  02:00:00,4.228018768,0,0.1337,0
 07/09  03:00:00,4.228018768,0,0.1337,0
 07/09  04:00:00,4.228018768,0,0.1337,0
 07/09  05:00:00,2.692685435,0.000941839,0.1337,0
 07/09  06:00:00,1.925018768,0.011645125,0.1337,0
 07/09  07:00:00,1.925018768,0.047401132,0.1337,0
 07/09  08:00:00,1.925018768,0.081018005,0.1337,0
 07/09  09:00:00,1.925018768,0.098493166,0.1781,0
 07/09  10:00:00,1.925018768,0.081006914,0.1781,0
 07/09  11:00:00,1.925018768,0.400567325,0.1781,0
 07/09  12:00:00,1.925018768,0.283483979,0.1781,0
 07/09  13:00:00,1.925018768,0.606920195,0.1781,0
 07/09  14:00:00,1.925018768,0.603000862,0.1781,0
 07/09  15:00:00,1.925018768,0.550010522,0.1781,0
 07/09  16:00:00,1.925018768,0.485484656,0.1781,0
 07/09  17:00:00,1.925018768,0.168295978,0.1781,0
 07/09  18:00:00,1.925018768,0.149275024,0.1781,0
 07/09  19:00:00,1.925018768,0.04300704,0.1781,0
 07/09  20:00:00,1.925018768,0,0.1781,0
 07/09  21:00:00,4.228018768,0,0.1781,0
 07/09  22:00:00,4.228018768,0,0.1781,0
 07/09  23:00:00,4.228018768,0,0.1781,0
 07/09  24:00:00,4.228018768,0,0.1781,0
 07/10  01:00:00,4.778024131,0,0.1337,0
 07/10  02:00:00,4.778024131,0,0.1337,0
 07/10  03:00:00,4.778024131,0,0.1337,0
 07/10  04:00:00,4.778024131,0,0.1337,0
 07/10  05:00:00,3.517693479,0.002642269,0.1337,0
 07/10  06:00:00,4.737919144,0.015001128,0.1337,0
 07/10  07:00:00,5.781515307,0.043166603,0.1337,0
 07/10  08:00:00,11.87107455,0.120138586,0.1337,0
 07/10  09:00:00,12.06629484,0.247679557,0.1781,0
 07/10  10:00:00,12.52990122,0.529314385,0.1781,0
 07/10  11:00:00,12.79361538,0.824792728,0.1781,0
 07/10  12:00:00,12.21766342,0.840155482,0.1781,0
 07/10  13:00:00,13.15781145,0.713006692,0.1781,0
 07/10  14:00:00,13.3386912,0.693396302,0.1781,0
 07/10  15:00:00,13.48666158,0.406879588,0.1781,0
 07/10  16:00:00,13.58828992,0.4076547,0.1781,0
 07/10  17:00:00,8.501812099,0.283573287,0.1781,0
 07/10  18:00:00,6.513762901,0.151008855,0.1781,0
 07/10  19:00:00,6.351319429,0.065946448,0.1781,0
 07/10  20:00:00,5.546961199,0,0.1781,0
 07/10  21:00:00,7.698494006,0,0.1781,0
 07/10  22:00:00,5.053026812,0,0.1781,0
 07/10  23:00:00,4.778024131,0,0.1781,0
 07/10  24:00:00,4.778024131,0,0.1781,0
 07/11  01:00:00,4.778024131,0,0.1337,0
 07/11  02:00:00,4.778024131,0,0.1337,0
 07/11  03:00:00,4.778024131,0,0.1337,0
 07/11  04:00:00,4.778024131,0,0.1337,0
 07/11  05:00:00,3.517693479,0.000417443,0.1337,0
 07/11  06:00:00,4.770278921,0.014218012,0.1337,0
 07/11  07:00:00,5.781515307,0.052743377,0.1337,0
 07/11  08:00:00,12.21184774,0.071410039,0.1337,0
 07/11  09:00:00,12.5251745,0.134588559,0.1781,0
 07/11  10:00:00,12.83901546,0.20941502,0.1781,0
 07/11  11:00:00,13.31533028,0.446383448,0.1781,0
 07/11  12:00:00,12.70367107,0.497450576,0.1781,0
 07/11  13:00:00,13.46450157,0.333388988,0.1781,0
 07/11  14:00:00,13.61766473,0.344604275,0.1781,0
 07/11  15:00:00,13.90296638,0.604263154,0.1781,0
 07/11  16:00:00,14.20759214,0.543925895,0.1781,0
 07/11  17:00:00,8.962605573,0.335443006,0.1781,0
 07/11  18:00:00,6.740953009,0.132287017,0.1781,0
 07/11  19:00:00,6.421670365,0.027243026,0.1781,0
 07/11  20:00:00,5.471993406,0,0.1781,0
 07/11  21:00:00,7.606488573,0,0.1781,0
 07/11  22:00:00,5.053026812,0,0.1781,0
 07/11  23:00:00,4.778024131,0,0.1781,0
 07/11  24:00:00,4.778024131,0,0.1781,0
 07/12  01:00:00,4.778024131,0,0.1337,0
 07/12  02:00:00,4.778024131,0,0.1337,0
 07/12  03:00:00,4.778024131,0,0.1337,0
 07/12  04:00:00,4.778024131,0,0.1337,0
 07/12  05:00:00,3.517693479,0,0.1337,0
 07/12  06:00:00,4.76378066,0.003311127,0.1337,0
 07/12  07:00:00,5.781515307,0.087842269,0.1337,0
 07/12  08:00:00,11.94976186,0.044147843,0.1337,0
 07/12  09:00:00,12.07513117,0.044469989,0.1781,0
 07/12  10:00:00,12.19137006,0.120993304,0.1781,0
 07/12  11:00:00,12.34802104,0.187499937,0.1781,0
 07/12  12:00:00,11.70743026,0.206557214,0.1781,0
 07/12  13:00:00,12.67347693,0.338618583,0.1781,0
 07/12  14:00:00,13.01490492,0.808828676,0.1781,0
 07/12  15:00:00,13.21470354,0.623933578,0.1781,0
 07/12  16:00:00,13.29488468,0.389833812,0.1781,0
 07/12  17:00:00,8.222018036,0.269094961,0.1781,0
 07/12  18:00:00,6.114188648,0.118970305,0.1781,0
 07/12  19:00:00,5.893510612,0.026671794,0.1781,0
